,Unnamed: 0,Source,Target,Weight
337638,337638,ride,man,86
337714,337714,kicks,man,35
337870,337870,flipping,is,49
337929,337929,is,racing,38
338028,338028,apple,peeling,68
338210,338210,put,bowl,35
338269,338269,man,cutting,862
338327,338327,holding,is,418
338359,338359,is,knife,576
338403,338403,slow,loris,63
338502,338502,cell,man,51
338589,338589,pouring,rice,40
338601,338601,man,window,45
338633,338633,cutting,shrimp,54
338643,338643,cat,drinking,118
338863,338863,monkey,holding,36
338866,338866,street,man,172
338870,338870,water,jumps,51
338889,338889,drops,man,33
338927,338927,eating,baby,117
338943,338943,off,falls,66
339086,339086,pot,stirring,43
339088,339088,man,floor,157
339308,339308,sitting,lemur,36
339340,339340,being,car,36
339441,339441,cutting,carrots,46
339623,339623,are,are,46
339743,339743,soccer,men,34
339883,339883,boy,riding,122
339932,339932,laughing,are,37
340045,340045,dancing,people,154
340079,340079,is,shark,46
340237,340237,slicing,tomatoes,45
340241,340241,breaking,woman,50
340320,340320,sink,water,69
340329,340329,jump,is,53
340379,340379,make,person,32
340448,340448,parsley,is,33
340490,340490,player,goal,62
340601,340601,is,folding,92
340605,340605,is,magic,41
340638,340638,making,is,726
340664,340664,man,making,257
340703,340703,exercise,is,153
341009,341009,is,pawing,31
341126,341126,fell,man,74
341252,341252,having,man,38
341253,341253,baby,chair,65
341260,341260,back,forth,48
341271,341271,sitting,cat,45
341274,341274,is,burning,38
341410,341410,typing,person,43
341531,341531,pandas,playing,33
341582,341582,towards,is,58
341591,341591,hole,badger,35
341655,341655,pieces,potato,43
341749,341749,lady,make,40
341971,341971,lady,preparing,41
341981,341981,meat,off,51
342359,342359,are,kissing,151
342375,342375,clip,showing,33
342381,342381,man,beach,105
342382,342382,mixing,water,33
342403,342403,boy,played,43
342538,342538,running,cat,54
342597,342597,man,raw,35
342625,342625,man,bowl,306
342641,342641,man,like,40
342672,342672,playing,guitar,1918
342707,342707,cream,is,67
342771,342771,women,singing,42
342927,342927,bowl,ingredients,117
343009,343009,bed,making,40
343036,343036,man,sauce,177
343076,343076,is,targets,51
343125,343125,game,boy,32
343161,343161,playing,wooden,34
343187,343187,man,nose,57
343189,343189,gun,firing,65
343299,343299,kissing,woman,92
343356,343356,finger,is,151
343469,343469,being,cooked,31
343480,343480,opening,man,87
343490,343490,clothes,woman,34
343537,343537,cooking,meat,60
343591,343591,is,stage,291
343633,343633,person,putting,48
343784,343784,is,track,64
343797,343797,breaking,man,98
343901,343901,is,mowing,46
343971,343971,man,make,120
344019,344019,loaf,bread,87
344245,344245,people,man,94
344263,344263,stick,boy,34
344273,344273,woman,drinking,31
344290,344290,boy,talking,86
344311,344311,tennis,ball,46
344454,344454,ride,woman,49
344471,344471,knife,bread,41
344510,344510,one,are,97
344594,344594,video,playing,58
344638,344638,man,holds,32
344640,344640,mowing,lawn,38
344675,344675,pieces,cuts,32
344784,344784,is,ceiling,55
344797,344797,is,shrimp,317
344812,344812,falling,is,201
344905,344905,sort,doing,39
344999,344999,something,lady,31
345255,345255,attacking,is,75
345337,345337,motorcycle,doing,64
345371,345371,is,swimming,281
345401,345401,guitar,played,125
345520,345520,is,cell,49
345606,345606,man,bike,393
345734,345734,cut,off,40
345771,345771,garlic,knife,39
345776,345776,lot,parking,54
345781,345781,is,skillet,81
345909,345909,People,dancing,88
345970,345970,jump,trying,31
346094,346094,exercises,woman,32
346193,346193,forest,are,35
346241,346241,is,cards,70
346406,346406,man,skin,43
346540,346540,person,sauce,44
346572,346572,reading,woman,43
346612,346612,is,legs,90
346800,346800,down,walking,158
346838,346838,onion,sliced,47
346925,346925,rode,man,60
346944,346944,man,laying,32
346976,346976,is,book,34
346999,346999,is,crawling,102
347119,347119,grass,is,237
347158,347158,person,off,66
347226,347226,Someone,frying,40
347335,347335,cat,piano,197
347577,347577,cat,child,45
347704,347704,sitting,baby,57
347765,347765,hand,one,40
347824,347824,ball,puppy,31
347850,347850,oil,is,198
348000,348000,spices,man,34
348070,348070,video,super,33
348198,348198,bell,is,35
348263,348263,log,is,35
348269,348269,weight,is,33
348327,348327,puppy,dog,50
348433,348433,meat,sauce,32
348447,348447,is,body,65
348484,348484,slices,potato,61
348489,348489,book,reading,32
348538,348538,talking,boy,86
348569,348569,is,glass,132
348606,348606,potato,slicing,159
348613,348613,gun,woman,52
348655,348655,dogs,man,49
348687,348687,bowl,eggs,152
348708,348708,running,girl,38
348748,348748,cat,scratching,39
348792,348792,is,stunts,82
348814,348814,man,man,776
349011,349011,while,is,390
349107,349107,bowl,cracking,53
349184,349184,meat,man,248
349278,349278,rice,Someone,64
349443,349443,seated,woman,37
349456,349456,tricks,is,106
349576,349576,finger,biting,55
349614,349614,hands,is,196
349620,349620,karate,man,42
349804,349804,sliding,man,48
349805,349805,playing,panda,35
349900,349900,pistol,man,61
349912,349912,eating,rat,34
349946,349946,is,barking,127
350136,350136,is,pencil,84
350137,350137,bed,woman,45
350249,350249,her,man,64
350260,350260,music,is,172
350262,350262,is,water,1277
350263,350263,cuts,person,107
350272,350272,carrots,is,147
350378,350378,is,picking,93
350752,350752,butter,spreading,57
350769,350769,Meat,is,36
350819,350819,skateboard,dog,41
351033,351033,while,boy,31
351147,351147,shrimp,cutting,54
351294,351294,women,preparing,31
351297,351297,table,is,149
351429,351429,woman,vegetable,84
351554,351554,is,paddling,34
351723,351723,down,cat,63
351768,351768,is,cucumbers,49
351849,351849,diving,man,50
351944,351944,onion,chopping,89
352081,352081,girl,dolls,40
352082,352082,is,sink,88
352157,352157,is,waving,41
352166,352166,falls,down,114
352199,352199,together,is,44
352279,352279,person,onions,49
352287,352287,THE,ARE,73
352305,352305,is,enjoying,43
352341,352341,girl,drinking,41
352345,352345,Someone,riding,73
352456,352456,are,playing,1193
352524,352524,biting,'s,33
352563,352563,cutting,pineapple,40
352582,352582,motorcycle,girl,35
352655,352655,pours,bowl,47
352712,352712,phone,girl,73
352725,352725,pan,oil,124
352732,352732,man,coffee,42
352788,352788,pot,tomato,36
352831,352831,is,drums,163
352849,352849,is,driving,394
352860,352860,is,potatoe,35
353032,353032,pool,playing,55
353037,353037,playing,toy,137
353039,353039,girl,rope,42
353162,353162,preparing,lady,41
353269,353269,'s,man,357
353294,353294,boy,football,36
353314,353314,kid,is,207
353337,353337,are,water,130
353476,353476,tricks,doing,107
353477,353477,woman,frying,135
353484,353484,down,dog,114
353527,353527,is,chewing,83
353540,353540,broccoli,is,84
353554,353554,car,street,37
353738,353738,tomatoe,man,34
353757,353757,eat,trying,38
353774,353774,woman,hair,165
353832,353832,half,cut,37
353843,353843,making,bed,40
353925,353925,guitar,sings,59
354014,354014,ball,potato,35
354094,354094,flour,man,46
354129,354129,woman,board,39
354222,354222,is,chop,58
354283,354283,drinks,man,40
354304,354304,woman,cooking,224
354305,354305,preparing,food,99
354372,354372,dog,jumps,36
354419,354419,Girls,dancing,31
354443,354443,rubbing,is,57
354632,354632,shooting,is,472
354744,354744,garlic,man,96
354747,354747,is,stairs,111
355027,355027,playing,baby,303
355104,355104,man,pole,64
355142,355142,playing,man,2619
355227,355227,hand,is,251
355240,355240,cutting,wood,54
355270,355270,is,seeds,56
355290,355290,tub,bath,35
355292,355292,apple,is,120
355295,355295,talked,man,32
355405,355405,group,dancing,144
355627,355627,lady,shrimp,48
355669,355669,playing,animal,48
355670,355670,chopping,garlic,62
355717,355717,person,make,32
355761,355761,walking,is,1261
355773,355773,CUTTING,THE,39
355814,355814,man,mowing,41
356010,356010,something,cat,39
356103,356103,man,woman,1502
356192,356192,picking,is,93
356200,356200,fingers,her,35
356220,356220,picture,is,71
356229,356229,her,nails,33
356252,356252,monkey,tail,56
356323,356323,pan,adding,61
356430,356430,drums,man,108
356508,356508,are,walking,364
356574,356574,is,yellow,41
356580,356580,rifle,is,51
356609,356609,combing,is,57
356630,356630,bowl,woman,362
356648,356648,is,bridge,48
356712,356712,shrimp,woman,215
356727,356727,her,applying,83
356783,356783,are,'s,68
356888,356888,mixture,woman,50
356919,356919,cat,jumps,95
356950,356950,weights,is,108
356972,356972,plate,is,132
357048,357048,preparing,women,31
357095,357095,bed,dog,34
357234,357234,takes,man,61
357349,357349,sharpening,knife,36
357439,357439,flying,airplane,39
357461,357461,is,sliced,119
357491,357491,garlic,cloves,38
357761,357761,making,women,80
357826,357826,bowl,is,735
358002,358002,boy,something,54
358016,358016,are,line,45
358202,358202,barking,is,127
358219,358219,falls,man,145
358316,358316,ground,woman,31
358400,358400,pool,swimming,227
358472,358472,filling,is,80
358484,358484,cutting,knife,200
358594,358594,jumping,boy,33
358685,358685,horses,are,61
358757,358757,taking,is,417
358787,358787,men,doing,36
358866,358866,driving,man,207
358943,358943,mirror,reflection,33
358984,358984,shrimp,is,317
359010,359010,slices,chef,31
359185,359185,is,feeding,105
359301,359301,'s,face,44
359322,359322,stage,man,169
359516,359516,puppy,stairs,34
359771,359771,horse,lady,54
359809,359809,drawing,is,152
359878,359878,»,»,64
359897,359897,dancing,group,144
359946,359946,pushing,are,47
359965,359965,dog,get,69
360071,360071,is,shadow,35
360114,360114,band,playing,88
360126,360126,shooting,targets,38
360135,360135,lady,man,100
360137,360137,peels,man,32
360194,360194,shopping,are,33
360235,360235,man,push-ups,37
360290,360290,is,eat,57
360326,360326,cooking,is,867
360362,360362,is,teaching,74
360400,360400,jumped,cat,36
360401,360401,her,eyebrows,39
360445,360445,is,deer,78
360588,360588,onions,woman,99
360611,360611,is,scene,42
360767,360767,dancing,room,50
360813,360813,glass,man,91
360870,360870,ball,baby,40
360969,360969,cleaning,is,302
361086,361086,falling,off,31
361110,361110,scissors,is,79
361118,361118,down,while,39
361131,361131,song,singing,165
361168,361168,knives,man,35
361198,361198,faucet,cat,39
361249,361249,woman,cutting,662
361303,361303,man,skateboard,56
361311,361311,man,people,94
361316,361316,was,cat,42
361369,361369,biting,finger,55
361632,361632,garlic,cutting,31
361791,361791,her,woman,754
361800,361800,animal,eating,86
361859,361859,deer,man,42
361890,361890,court,basketball,33
361970,361970,cracking,eggs,57
362059,362059,slicing,vegetables,54
362080,362080,playing,People,62
362118,362118,oil,pours,45
362184,362184,butter,person,39
362194,362194,playing,seated,37
362198,362198,doing,something,125
362244,362244,dancing,floor,34
362345,362345,man,back,204
362382,362382,wall,woman,37
